                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                0.17565,                 3.5423,                0.21565,                0.18401,                0.98957,                0.99881,                      1,                  0.995,                0.96229,                0.68338,                0.68421,                0.59097,                0.20547,                 0.3338,                 4.0279,                 0.2609,                 0.3532,                0.74922,              0.0016515,              0.0016515,              0.0016515
                     91,                0.18175,                 4.0915,                0.20361,                0.19473,                0.98127,                0.99901,                      1,                  0.995,                0.97341,                0.59589,                0.59649,                0.44262,                0.13257,                 0.3226,                 4.4445,                0.25838,                0.35999,                0.71849,              0.0016476,              0.0016476,              0.0016476
                     92,                0.17466,                 3.8364,                0.20028,                0.18276,                0.98955,                0.99902,                      1,                  0.995,                0.98187,                0.64849,                0.64912,                0.60933,                0.18107,                0.31651,                 4.3334,                0.25435,                0.33651,                0.69968,              0.0016436,              0.0016436,              0.0016436
                     93,                 0.1879,                 3.9665,                0.20771,                0.18601,                0.99195,                0.99888,                      1,                  0.995,                0.98086,                0.84167,                0.84211,                0.83056,                0.30324,                0.32739,                 3.7216,                0.24823,                0.33708,                0.72193,              0.0016396,              0.0016396,              0.0016396
                     94,                0.19149,                 3.8933,                 0.2095,                0.19332,                0.98089,                0.99896,                      1,                  0.995,                0.95758,                0.78888,                0.78947,                0.72699,                0.32135,                0.34549,                 3.5704,                0.26146,                  0.357,                  0.729,              0.0016357,              0.0016357,              0.0016357
                     95,                0.18366,                 3.9796,                0.19975,                0.18195,                0.99661,                0.99878,                      1,                  0.995,                0.97126,                0.71842,                 0.7193,                0.60743,                 0.2878,                0.31578,                  3.817,                0.28489,                0.31956,                0.70023,              0.0016317,              0.0016317,              0.0016317
                     96,                0.19421,                 3.9528,                0.20025,                 0.1904,                0.99418,                0.99884,                      1,                  0.995,                0.96265,                0.75351,                0.75439,                0.72741,                 0.3414,                0.34709,                 3.5848,                0.27349,                0.38429,                0.75093,              0.0016278,              0.0016278,              0.0016278
                     97,                0.18318,                 3.7821,                0.21523,                0.18274,                0.97488,                0.99895,                      1,                  0.995,                0.96196,                0.73628,                0.73684,                0.66965,                0.21087,                0.37955,                 4.0562,                0.26281,                0.45845,                0.77584,              0.0016238,              0.0016238,              0.0016238
                     98,                0.19102,                 3.8092,                 0.2055,                0.19071,                 1.0204,                0.99903,                      1,                  0.995,                0.96147,                0.72251,                 0.7193,                0.66973,                0.20619,                0.39449,                  4.253,                0.26978,                0.46596,                0.79608,              0.0016198,              0.0016198,              0.0016198
                     99,                0.17855,                 3.7221,                0.19286,                0.17584,                 1.0108,                0.99904,                      1,                  0.995,                0.97475,                0.75415,                0.75439,                0.68624,                 0.2468,                0.39387,                 3.5957,                0.24425,                 0.3559,                0.78189,              0.0016159,              0.0016159,              0.0016159
                    100,                0.19002,                 3.8793,                0.18594,                0.19608,                 1.0113,                0.99892,                      1,                  0.995,                0.98147,                0.70127,                0.70175,                0.61733,                0.23308,                0.38808,                 3.8832,                0.24884,                0.40753,                0.77642,              0.0016119,              0.0016119,              0.0016119
                    101,                0.17006,                 3.7306,                0.18619,                0.16411,                 1.0011,                0.99898,                      1,                  0.995,                0.97705,                0.71881,                 0.7193,                0.65179,                0.25685,                0.35027,                 3.7218,                0.26065,                0.36209,                0.73555,               0.001608,               0.001608,               0.001608
                    102,                0.18189,                 3.5469,                 0.2011,                0.18679,                0.96876,                0.99909,                      1,                  0.995,                 0.9583,                0.85958,                0.85965,                0.86348,                0.36476,                0.36131,                 3.4278,                0.24523,                0.37444,                0.78975,               0.001604,               0.001604,               0.001604
                    103,                0.16781,                 3.4315,                0.19022,                0.17052,                0.97713,                0.98133,                      1,                0.99017,                0.96039,                0.67217,                0.68421,                 0.6302,                0.26644,                0.39693,                 3.7399,                0.23846,                0.43576,                 0.8419,                 0.0016,                 0.0016,                 0.0016
                    104,                0.19197,                  3.441,                0.19028,                0.18865,                 1.0068,                0.99653,                      1,                  0.995,                0.95784,                0.75165,                0.75439,                 0.7004,                0.26656,                0.35433,                 3.6755,                0.25053,                0.36127,                0.75731,              0.0015961,              0.0015961,              0.0015961
                    105,                0.19022,                 3.5062,                 0.1906,                0.19962,                 1.0012,                0.99846,                      1,                  0.995,                0.95905,                0.73571,                0.73684,                0.70135,                0.33454,                0.37145,                 3.6845,                0.24975,                0.40805,                0.79315,              0.0015921,              0.0015921,              0.0015921
                    106,                0.20194,                 3.3819,                0.17772,                0.20375,                0.99964,                0.99903,                      1,                  0.995,                0.96417,                 0.8266,                0.82456,                 0.8097,                0.36029,                0.34105,                 3.5739,                0.24545,                0.35321,                0.75767,              0.0015882,              0.0015882,              0.0015882
                    107,                 0.2071,                 3.5097,                0.17991,                0.19011,                  1.001,                0.99904,                      1,                  0.995,                0.97302,                0.77421,                0.77193,                0.71859,                0.28898,                0.33436,                 3.8184,                0.23498,                0.32785,                0.71684,              0.0015842,              0.0015842,              0.0015842
                    108,                0.18912,                 3.3798,                0.18189,                0.18981,                0.98774,                0.99922,                      1,                  0.995,                0.96335,                0.76422,                0.75439,                0.66236,                0.28206,                0.36414,                 3.5506,                0.22574,                0.39362,                0.75288,              0.0015802,              0.0015802,              0.0015802
                    109,                0.19169,                 3.3281,                0.18712,                 0.1882,                0.96285,                0.99852,                      1,                  0.995,                0.96043,                0.78831,                0.78947,                0.68136,                0.28074,                0.42845,                 3.4473,                0.22732,                0.47647,                 0.8313,              0.0015763,              0.0015763,              0.0015763
                    110,                0.18323,                 3.1499,                0.17371,                0.18647,                 1.0033,                0.99907,                      1,                  0.995,                0.95679,                0.68364,                0.68421,                0.57031,                0.21047,                0.33746,                  3.813,                 0.2391,                0.38556,                0.72175,              0.0015723,              0.0015723,              0.0015723
                    111,                0.17542,                 2.9531,                0.17812,                 0.1755,                0.97041,                0.99904,                      1,                  0.995,                0.95705,                 0.8413,                0.84211,                0.78187,                0.34963,                0.35698,                 3.1921,                0.24897,                0.46087,                0.75727,              0.0015684,              0.0015684,              0.0015684
                    112,                0.16984,                 2.8963,                0.17726,                0.17408,                0.99006,                0.99914,                      1,                  0.995,                0.96839,                0.85099,                0.84211,                0.77112,                0.32909,                0.34779,                 3.1747,                0.24592,                0.48125,                0.74888,              0.0015644,              0.0015644,              0.0015644
                    113,                0.18243,                 3.1007,                0.16872,                0.18798,                 0.9705,                0.99904,                      1,                  0.995,                0.96042,                0.82737,                0.82456,                0.74901,                0.33504,                 0.3417,                 3.0812,                0.24558,                0.40425,                 0.7368,              0.0015604,              0.0015604,              0.0015604
                    114,                0.17296,                 2.9001,                0.16837,                0.16772,                0.99015,                0.99907,                      1,                  0.995,                0.95173,                0.82378,                0.82456,                0.77266,                0.35399,                0.35885,                 3.2579,                0.23317,                0.35683,                0.75341,              0.0015565,              0.0015565,              0.0015565
                    115,                0.18362,                 3.2907,                0.16333,                0.17865,                0.98943,                 0.9984,                      1,                  0.995,                0.95077,                0.84073,                0.84211,                0.84157,                0.39066,                0.34837,                 3.3191,                0.22781,                0.38348,                0.74307,              0.0015525,              0.0015525,              0.0015525
                    116,                0.16577,                 3.2569,                0.16275,                0.17336,                0.98806,                0.99699,                      1,                  0.995,                0.96401,                0.89291,                0.89474,                0.91163,                 0.3259,                0.32545,                 3.4104,                0.22362,                0.36964,                0.69283,              0.0015486,              0.0015486,              0.0015486
                    117,                0.17187,                 3.0946,                0.17059,                0.17954,                0.97647,                 0.9979,                      1,                  0.995,                0.96412,                0.84143,                0.84211,                0.86929,                0.36993,                0.34638,                 3.2835,                0.23544,                0.36472,                0.71358,              0.0015446,              0.0015446,              0.0015446
                    118,                0.16516,                 2.9128,                0.17601,                0.16927,                0.98813,                0.99908,                      1,                  0.995,                0.96562,                0.84295,                0.82456,                0.84977,                0.41255,                0.34293,                 3.0005,                0.23628,                0.30717,                0.72442,              0.0015406,              0.0015406,              0.0015406
                    119,                0.16615,                 2.6895,                0.17717,                0.16358,                0.97762,                0.99941,                      1,                  0.995,                0.96148,                0.86999,                0.84211,                0.86887,                0.35392,                0.36403,                 3.2608,                0.22693,                0.28585,                0.76034,              0.0015367,              0.0015367,              0.0015367
                    120,                0.17665,                 2.9245,                0.16496,                0.17552,                 1.0012,                0.99899,                      1,                  0.995,                0.97247,                0.85165,                0.82456,                0.77135,                0.36178,                0.34711,                 2.9826,                0.21826,                0.39035,                0.72281,              0.0015327,              0.0015327,              0.0015327
                    121,                0.16873,                 2.9156,                0.15436,                  0.167,                0.98561,                0.99911,                      1,                  0.995,                0.97468,                0.86781,                0.85965,                0.83885,                  0.421,                0.33564,                 2.8018,                0.21618,                0.31223,                0.71479,              0.0015288,              0.0015288,              0.0015288
                    122,                0.17321,                 2.6603,                0.16627,                0.17863,                0.97486,                0.99898,                      1,                  0.995,                0.96467,                 0.8066,                0.80702,                0.76015,                0.43972,                0.35089,                 2.8529,                0.21623,                0.36494,                0.72833,              0.0015248,              0.0015248,              0.0015248
                    123,                0.16645,                 2.6803,                 0.1589,                 0.1696,                0.95289,                0.99863,                      1,                  0.995,                0.96191,                0.87629,                0.87719,                 0.8734,                0.45919,                0.34616,                 2.7825,                0.22499,                 0.3964,                0.74577,              0.0015208,              0.0015208,              0.0015208
                    124,                0.17427,                 2.6671,                0.14299,                0.17965,                0.95398,                0.99693,                      1,                  0.995,                0.96288,                0.91023,                0.91228,                0.89902,                0.46501,                0.32059,                 2.7688,                0.22853,                0.37093,                0.70273,              0.0015169,              0.0015169,              0.0015169
                    125,                0.17211,                 2.7055,                 0.1577,                0.17186,                0.98855,                0.99762,                      1,                  0.995,                0.96183,                0.89351,                0.89474,                0.89395,                0.55301,                0.31728,                 2.6102,                0.22357,                0.31742,                0.69343,              0.0015129,              0.0015129,              0.0015129
                    126,                0.16812,                 2.5516,                 0.1505,                0.17333,                0.98702,                0.99841,                      1,                  0.995,                0.95916,                0.87591,                0.87719,                0.87401,                0.48875,                0.31905,                 2.7227,                 0.2167,                0.35763,                0.69307,               0.001509,               0.001509,               0.001509
                    127,                 0.1782,                 2.6482,                0.14878,                0.17896,                0.98406,                0.99844,                      1,                  0.995,                0.95313,                0.89334,                0.89474,                0.86566,                0.47687,                 0.3128,                 2.7002,                0.18948,                0.40532,                0.68232,               0.001505,               0.001505,               0.001505
                    128,                  0.182,                 2.5789,                0.13412,                0.18911,                0.98509,                0.99694,                      1,                  0.995,                0.96949,                 0.8578,                0.85965,                0.85172,                0.40146,                 0.3318,                 2.8855,                0.20805,                0.40453,                 0.7172,               0.001501,               0.001501,               0.001501
                    129,                0.16253,                 2.1535,                0.15057,                0.17499,                0.98063,                0.99896,                      1,                  0.995,                0.97105,                0.85874,                0.85965,                0.82346,                0.35479,                 0.3193,                 3.0167,                0.20774,                0.41702,                0.70193,              0.0014971,              0.0014971,              0.0014971
                    130,                 0.1704,                  2.407,                0.14977,                0.18304,                 0.9677,                0.99899,                      1,                  0.995,                0.97051,                0.89384,                0.89474,                0.88328,                 0.4758,                0.30728,                 2.5887,                0.20227,                0.37359,                0.69216,              0.0014931,              0.0014931,              0.0014931
                    131,                0.16958,                 2.3969,                0.14399,                0.16526,                0.98075,                0.99901,                      1,                  0.995,                0.95332,                0.82371,                0.82456,                0.79113,                 0.3551,                0.31202,                 3.0249,                0.20989,                0.30094,                0.69014,              0.0014892,              0.0014892,              0.0014892
                    132,                0.17305,                 2.5423,                0.14379,                 0.1731,                0.97705,                0.99899,                      1,                  0.995,                0.95701,                0.89383,                0.89474,                0.88661,                0.52115,                 0.3232,                  2.714,                0.21373,                0.30112,                0.69914,              0.0014852,              0.0014852,              0.0014852
                    133,                0.15427,                 2.3848,                0.13881,                0.16796,                0.96881,                0.99893,                      1,                  0.995,                0.97377,                0.85871,                0.85965,                0.84864,                0.48763,                0.30439,                 2.7969,                0.21436,                0.29303,                 0.6549,              0.0014812,              0.0014812,              0.0014812
                    134,                0.16127,                 2.3895,                0.13669,                0.17346,                0.97209,                0.99893,                      1,                  0.995,                0.97284,                0.89414,                0.89474,                0.89938,                0.43843,                0.29686,                 2.9419,                0.20913,                0.31448,                0.65409,              0.0014773,              0.0014773,              0.0014773
                    135,                0.16683,                 2.5414,                0.15186,                0.17365,                  0.969,                0.99905,                      1,                  0.995,                0.97506,                0.91286,                0.91228,                0.91694,                 0.5394,                0.30537,                 2.6257,                0.19978,                0.32029,                0.66548,              0.0014733,              0.0014733,              0.0014733
                    136,                0.17679,                  2.749,                0.14497,                0.17391,                0.99994,                0.99906,                      1,                  0.995,                0.97637,                0.87656,                0.87719,                0.87082,                0.44326,                0.31355,                 2.8074,                0.18553,                 0.3119,                 0.6896,              0.0014694,              0.0014694,              0.0014694
                    137,                0.15985,                 2.5638,                0.15022,                0.18077,                0.98089,                0.99904,                      1,                  0.995,                0.97417,                 0.9467,                0.94737,                0.96668,                0.53642,                0.31829,                 2.4351,                0.18902,                0.30651,                0.70117,              0.0014654,              0.0014654,              0.0014654
                    138,                0.15421,                 2.6561,                 0.1464,                0.16953,                0.97331,                0.99907,                      1,                  0.995,                0.97679,                0.89421,                0.89474,                0.88123,                0.42997,                0.32473,                 2.7006,                0.19109,                0.37554,                0.69156,              0.0014614,              0.0014614,              0.0014614
                    139,                0.15557,                 2.4723,                0.12733,                0.16301,                0.97781,                0.99896,                      1,                  0.995,                 0.9726,                0.89381,                0.89474,                 0.8719,                0.40236,                0.30324,                 2.8812,                0.18385,                0.36023,                0.66952,              0.0014575,              0.0014575,              0.0014575
                    140,                0.15969,                   2.34,                0.13983,                0.16602,                 0.9562,                  0.999,                      1,                  0.995,                0.96062,                0.84127,                0.84211,                0.80532,                0.41646,                0.31617,                 2.6074,                0.19537,                0.33509,                0.69798,              0.0014535,              0.0014535,              0.0014535
                    141,                0.16616,                 2.5187,                0.14179,                0.17519,                0.96256,                0.99899,                      1,                  0.995,                0.96183,                0.92889,                0.92982,                0.91513,                 0.5275,                0.31885,                 2.1416,                0.18356,                0.33443,                0.70647,              0.0014496,              0.0014496,              0.0014496
                    142,                0.16119,                  2.336,                 0.1242,                0.16099,                0.95893,                0.99906,                      1,                  0.995,                0.97772,                0.91228,                0.91228,                0.89399,                0.49149,                0.31032,                 2.3472,                0.19063,                0.37706,                0.69812,              0.0014456,              0.0014456,              0.0014456
                    143,                0.15732,                 2.5057,                0.13903,                0.16255,                0.98207,                0.99906,                      1,                  0.995,                0.97785,                0.86363,                0.85965,                0.84643,                0.42516,                0.33011,                 2.6821,                0.19524,                0.39659,                0.71065,              0.0014416,              0.0014416,              0.0014416
                    144,                0.15218,                 2.5013,                 0.1389,                 0.1596,                0.97273,                0.99911,                      1,                  0.995,                0.98073,                0.91893,                0.91228,                0.93334,                0.60456,                0.31446,                 2.2802,                0.18022,                0.32671,                0.69136,              0.0014377,              0.0014377,              0.0014377
                    145,                0.15686,                 2.3225,                0.12802,                0.16349,                0.97637,                0.99914,                      1,                  0.995,                0.97659,                0.90737,                0.89474,                0.90907,                 0.5433,                0.29286,                 2.4174,                0.17338,                0.34657,                0.67937,              0.0014337,              0.0014337,              0.0014337
                    146,                 0.1627,                 2.6486,                0.13371,                0.17017,                0.99754,                0.99904,                      1,                  0.995,                0.97976,                0.92372,                0.91228,                 0.9257,                0.53515,                 0.2781,                 2.5053,                0.17682,                0.37291,                0.64094,              0.0014298,              0.0014298,              0.0014298
                    147,                0.16324,                 2.3279,                 0.1365,                0.15956,                0.96121,                0.99911,                      1,                  0.995,                0.98217,                0.90448,                0.89474,                0.89136,                  0.481,                0.27963,                 2.4648,                 0.1695,                0.35641,                0.63848,              0.0014258,              0.0014258,              0.0014258
                    148,                0.15999,                  2.347,                0.13174,                0.16862,                0.96512,                0.99906,                      1,                  0.995,                0.97525,                0.89429,                0.89474,                0.89326,                0.41966,                0.28887,                 2.7938,                0.16933,                0.36147,                0.64021,              0.0014218,              0.0014218,              0.0014218
                    149,                0.15794,                  2.486,                 0.1386,                0.16117,                0.96455,                0.99906,                      1,                  0.995,                0.97789,                0.85914,                0.85965,                0.85341,                0.46167,                0.29206,                 2.6172,                0.17192,                0.38488,                0.65731,              0.0014179,              0.0014179,              0.0014179
                    150,                0.15167,                 2.3678,                0.12178,                0.15663,                0.98115,                0.99907,                      1,                  0.995,                0.97876,                0.85909,                0.85965,                0.86782,                0.45807,                0.33653,                 2.7739,                0.17429,                0.36756,                0.71947,              0.0014139,              0.0014139,              0.0014139
                    151,                0.16591,                 2.4829,                 0.1218,                0.16778,                0.97213,                0.99906,                      1,                  0.995,                0.97811,                0.92926,                0.92982,                0.95004,                0.50171,                0.33727,                  2.725,                0.18078,                 0.3573,                0.72099,                0.00141,                0.00141,                0.00141
                    152,                0.16504,                 2.4572,                0.12938,                0.15619,                0.97965,                0.99904,                      1,                  0.995,                0.97042,                0.87695,                0.87719,                0.87562,                0.46115,                0.31235,                 3.1092,                0.17682,                0.37849,                0.69459,               0.001406,               0.001406,               0.001406
                    153,                0.14939,                 2.4456,                0.11936,                0.15467,                0.99289,                0.99904,                      1,                  0.995,                0.97333,                0.89452,                0.89474,                0.92635,                0.52656,                0.31097,                 2.9579,                0.16859,                0.34572,                0.68086,               0.001402,               0.001402,               0.001402
                    154,                0.15051,                 2.2747,                0.13276,                0.15591,                0.93869,                0.99933,                      1,                  0.995,                0.96171,                0.92681,                0.91228,                0.93694,                0.57739,                0.31399,                 2.5509,                0.15996,                 0.4031,                0.68922,              0.0013981,              0.0013981,              0.0013981
                    155,                0.16788,                 1.9189,                0.12472,                0.15736,                0.96452,                0.99972,                      1,                  0.995,                0.95854,                0.94528,                0.92982,                0.95521,                 0.6178,                0.31288,                 2.4532,                0.16181,                0.43062,                0.69489,              0.0013941,              0.0013941,              0.0013941
                    156,                0.15762,                 2.2246,                0.13047,                0.15443,                 0.9683,                0.99911,                      1,                  0.995,                0.96735,                 0.9586,                0.92982,                0.95764,                0.57942,                0.29002,                 2.2965,                0.16781,                0.37289,                0.65515,              0.0013902,              0.0013902,              0.0013902
                    157,                0.16092,                 2.0798,                0.12403,                0.15862,                0.97146,                0.99915,                      1,                  0.995,                0.97709,                0.88973,                0.85965,                0.86992,                0.56049,                0.29598,                 2.3433,                 0.1685,                0.36089,                0.66604,              0.0013862,              0.0013862,              0.0013862
                    158,                0.14789,                 2.0397,                0.11711,                0.14997,                0.97132,                0.99905,                      1,                  0.995,                0.98263,                0.93011,                0.91228,                0.93236,                0.54637,                0.29563,                 2.5474,                0.17246,                0.34933,                 0.6682,              0.0013822,              0.0013822,              0.0013822
                    159,                0.15076,                 2.1309,                0.12385,                0.15172,                0.95855,                0.99907,                      1,                  0.995,                0.96632,                0.95157,                0.94737,                0.96393,                0.61427,                0.31696,                 2.1064,                 0.1721,                0.35722,                0.69633,              0.0013783,              0.0013783,              0.0013783
                    160,                 0.1524,                 2.2325,                0.12281,                0.16052,                0.97157,                0.99909,                      1,                  0.995,                0.96297,                0.95417,                0.94737,                0.96312,                0.60815,                0.31762,                 2.1457,                0.17241,                0.36552,                0.69786,              0.0013743,              0.0013743,              0.0013743
                    161,                0.14841,                 1.7953,                0.13023,                0.15727,                0.95234,                0.99917,                      1,                  0.995,                0.95514,                0.88817,                0.87719,                 0.8641,                0.41995,                 0.3097,                 2.6459,                0.17096,                0.32681,                0.67965,              0.0013704,              0.0013704,              0.0013704
                    162,                0.15985,                  2.008,                0.12203,                0.16308,                0.95673,                      1,                0.99985,                  0.995,                0.96858,                0.92798,                0.91228,                0.93764,                0.60631,                 0.2913,                 2.2818,                  0.168,                0.38016,                0.66176,              0.0013664,              0.0013664,              0.0013664
                    163,                0.15136,                 2.0422,                0.12342,                0.16009,                0.95722,                0.99962,                      1,                  0.995,                 0.9743,                0.95895,                0.92982,                0.94727,                0.64964,                 0.2881,                 2.0772,                0.17444,                 0.3776,                0.66482,              0.0013624,              0.0013624,              0.0013624
                    164,                0.15394,                 2.1526,                0.12247,                0.15989,                0.97207,                0.99886,                      1,                  0.995,                0.97416,                0.91352,                0.91228,                0.92679,                0.53409,                0.29913,                 2.3259,                0.17642,                0.38422,                 0.6953,              0.0013585,              0.0013585,              0.0013585
                    165,                0.14733,                 1.8602,                0.12512,                0.15225,                0.99124,                0.99904,                      1,                  0.995,                0.97932,                0.91141,                0.91228,                0.90262,                0.51201,                0.30254,                 2.1585,                0.16867,                0.38181,                0.69074,              0.0013545,              0.0013545,              0.0013545
                    166,                0.15519,                 1.9268,                 0.1247,                0.15687,                0.98247,                0.99907,                      1,                  0.995,                0.97099,                0.92896,                0.92982,                0.93626,                0.65317,                0.31492,                 1.8242,                0.16445,                0.39642,                0.71533,              0.0013506,              0.0013506,              0.0013506
                    167,                0.15481,                 1.8247,                0.11175,                0.16098,                0.96977,                0.99908,                      1,                  0.995,                0.97378,                0.94686,                0.94737,                0.95406,                0.61469,                 0.3285,                 1.9539,                0.17059,                0.43209,                0.73096,              0.0013466,              0.0013466,              0.0013466
                    168,                 0.1734,                  2.158,                0.11421,                 0.1669,                  1.005,                0.99913,                      1,                  0.995,                0.96795,                0.97023,                0.96491,                0.97735,                 0.5645,                0.31887,                 2.2722,                   0.16,                0.34753,                0.70817,              0.0013426,              0.0013426,              0.0013426
                    169,                0.14858,                 1.8796,                0.12164,                0.15049,                0.95937,                0.99921,                      1,                  0.995,                0.97585,                0.96101,                0.94737,                0.96727,                0.59217,                0.32286,                 2.0314,                0.15557,                0.32586,                0.70662,              0.0013387,              0.0013387,              0.0013387
                    170,                 0.1503,                 1.9446,                0.11262,                0.15637,                0.95268,                0.99901,                      1,                  0.995,                0.97663,                0.92002,                0.91228,                0.93875,                0.61969,                0.34418,                  2.073,                0.15072,                 0.3142,                0.74471,              0.0013347,              0.0013347,              0.0013347
                    171,                0.16956,                 1.8483,                0.12698,                0.16003,                0.96471,                0.99906,                      1,                  0.995,                0.97519,                0.90997,                0.89474,                 0.9053,                0.59703,                0.32098,                 2.2525,                0.15603,                0.32136,                0.73802,              0.0013308,              0.0013308,              0.0013308
                    172,                0.15043,                 1.9818,                0.13059,                0.16042,                0.97271,                      1,                0.99855,                  0.995,                  0.971,                0.94331,                0.91228,                0.93025,                0.58438,                  0.315,                 2.2732,                0.15917,                0.32417,                0.70222,              0.0013268,              0.0013268,              0.0013268
                    173,                0.15603,                 1.7164,                0.11794,                0.15693,                0.95807,                 0.9989,                      1,                  0.995,                0.97926,                0.95757,                0.92982,                0.94457,                0.65782,                0.31586,                 1.9528,                0.15987,                0.33075,                0.71259,              0.0013228,              0.0013228,              0.0013228
                    174,                0.15188,                 1.8018,                0.11892,                0.15595,                0.95994,                0.99889,                      1,                  0.995,                0.98677,                0.92195,                0.91228,                0.91801,                0.60461,                0.30714,                 1.9958,                0.15383,                0.34028,                0.68641,              0.0013189,              0.0013189,              0.0013189
                    175,                0.16357,                 1.8694,                0.11855,                0.16149,                 1.0008,                0.99909,                      1,                  0.995,                0.98418,                0.92275,                0.91228,                0.92015,                0.67324,                0.29822,                 1.7607,                0.14762,                0.34943,                0.67406,              0.0013149,              0.0013149,              0.0013149
