                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                0.16781,                 3.4315,                0.19022,                0.17052,                0.97713,                0.98133,                      1,                0.99017,                 0.9604,                0.67217,                0.68421,                0.62873,                0.26637,                 0.3943,                 3.6997,                0.23779,                0.43886,                0.83417,                 0.0016,                 0.0016,                 0.0016
                    104,                0.19197,                  3.441,                0.19028,                0.18865,                 1.0068,                0.99647,                      1,                  0.995,                 0.9576,                0.75161,                0.75439,                 0.7004,                0.26606,                 0.3543,                 3.6187,                0.24805,                0.36162,                0.75387,              0.0015961,              0.0015961,              0.0015961
                    105,                0.19022,                 3.5062,                 0.1906,                0.19962,                 1.0012,                0.99846,                      1,                  0.995,                0.95897,                 0.7357,                0.73684,                0.70281,                0.33443,                0.36912,                 3.6325,                0.24922,                0.40715,                0.78509,              0.0015921,              0.0015921,              0.0015921
                    106,                0.20194,                 3.3819,                0.17772,                0.20375,                0.99964,                0.99903,                      1,                  0.995,                0.96439,                0.80966,                0.80702,                 0.8003,                0.35955,                0.33382,                 3.4613,                0.24583,                0.34668,                0.74284,              0.0015882,              0.0015882,              0.0015882
                    107,                 0.2071,                 3.5097,                0.17991,                0.19011,                  1.001,                0.99904,                      1,                  0.995,                0.97302,                0.77421,                0.77193,                0.71859,                0.28898,                0.32954,                 3.7111,                0.23687,                0.32572,                 0.7099,              0.0015842,              0.0015842,              0.0015842
                    108,                0.18912,                 3.3798,                0.18189,                0.18981,                0.98774,                0.99922,                      1,                  0.995,                0.96345,                0.76422,                0.75439,                0.66126,                 0.2838,                0.36701,                 3.4782,                0.22616,                 0.3917,                0.75475,              0.0015802,              0.0015802,              0.0015802
                    109,                0.19169,                 3.3281,                0.18712,                 0.1882,                0.96285,                0.99852,                      1,                  0.995,                0.96047,                0.78831,                0.78947,                0.68136,                0.28083,                0.43012,                 3.3581,                0.22915,                0.47598,                0.82907,              0.0015763,              0.0015763,              0.0015763
                    110,                0.18323,                 3.1499,                0.17371,                0.18647,                 1.0033,                0.99907,                      1,                  0.995,                 0.9569,                0.68364,                0.68421,                0.57031,                0.21047,                 0.3339,                 3.7866,                0.24141,                0.38145,                0.71379,              0.0015723,              0.0015723,              0.0015723
                    111,                0.17542,                 2.9531,                0.17812,                 0.1755,                0.97041,                0.99904,                      1,                  0.995,                0.95713,                 0.8413,                0.84211,                 0.7759,                0.34451,                0.34979,                  3.058,                0.24756,                0.46293,                0.74328,              0.0015684,              0.0015684,              0.0015684
                    112,                0.16984,                 2.8963,                0.17726,                0.17408,                0.99006,                0.99915,                      1,                  0.995,                0.96832,                0.85092,                0.84211,                0.77112,                0.32909,                0.34401,                 3.0901,                0.24301,                0.48916,                0.73865,              0.0015644,              0.0015644,              0.0015644
                    113,                0.18243,                 3.1007,                0.16872,                0.18798,                 0.9705,                0.99904,                      1,                  0.995,                0.96055,                0.82737,                0.82456,                0.74901,                0.33397,                0.34037,                 3.0141,                0.24284,                0.40541,                0.73004,              0.0015604,              0.0015604,              0.0015604
                    114,                0.17296,                 2.9001,                0.16837,                0.16772,                0.99015,                0.99907,                      1,                  0.995,                 0.9517,                0.82378,                0.82456,                0.77488,                0.35482,                 0.3583,                  3.137,                0.23067,                0.35897,                 0.7496,              0.0015565,              0.0015565,              0.0015565
                    115,                0.18362,                 3.2907,                0.16333,                0.17865,                0.98943,                 0.9984,                      1,                  0.995,                0.95077,                0.84073,                0.84211,                0.84157,                0.39056,                0.34624,                 3.1338,                0.22556,                0.38262,                0.73765,              0.0015525,              0.0015525,              0.0015525
                    116,                0.16577,                 3.2569,                0.16275,                0.17336,                0.98806,                0.99699,                      1,                  0.995,                0.96404,                0.89291,                0.89474,                0.91163,                0.32805,                0.32478,                  3.255,                 0.2208,                0.36707,                0.68882,              0.0015486,              0.0015486,              0.0015486
                    117,                0.17187,                 3.0946,                0.17059,                0.17954,                0.97647,                 0.9979,                      1,                  0.995,                0.96417,                0.84143,                0.84211,                0.87172,                0.37243,                0.34414,                 3.1947,                0.23115,                0.36793,                0.70839,              0.0015446,              0.0015446,              0.0015446
                    118,                0.16516,                 2.9128,                0.17601,                0.16927,                0.98813,                0.99908,                      1,                  0.995,                0.96534,                0.84295,                0.82456,                0.85052,                0.41299,                0.33872,                 2.8677,                0.23213,                0.30973,                0.71462,              0.0015406,              0.0015406,              0.0015406
                    119,                0.16615,                 2.6895,                0.17717,                0.16358,                0.97762,                0.99941,                      1,                  0.995,                0.96143,                0.86998,                0.84211,                0.86922,                0.35393,                0.35837,                 3.1511,                0.22494,                0.28784,                0.75073,              0.0015367,              0.0015367,              0.0015367
                    120,                0.17665,                 2.9245,                0.16496,                0.17552,                 1.0012,                0.99899,                      1,                  0.995,                0.97272,                0.85165,                0.82456,                0.77135,                0.36468,                0.34714,                 2.8474,                0.21567,                0.39275,                0.72067,              0.0015327,              0.0015327,              0.0015327
                    121,                0.16873,                 2.9156,                0.15436,                  0.167,                0.98561,                 0.9991,                      1,                  0.995,                0.97476,                0.86775,                0.85965,                0.83885,                0.42049,                0.33199,                 2.7126,                 0.2129,                0.31516,                0.70825,              0.0015288,              0.0015288,              0.0015288
                    122,                0.17321,                 2.6603,                0.16627,                0.17863,                0.97486,                0.99898,                      1,                  0.995,                0.96465,                0.80662,                0.80702,                0.76226,                0.44063,                0.34694,                 2.7211,                0.21476,                0.36694,                0.72013,              0.0015248,              0.0015248,              0.0015248
                    123,                0.16645,                 2.6803,                 0.1589,                 0.1696,                0.95289,                0.99863,                      1,                  0.995,                0.96454,                0.87629,                0.87719,                0.87459,                0.45646,                0.34109,                 2.6343,                0.22319,                0.40081,                0.73527,              0.0015208,              0.0015208,              0.0015208
                    124,                0.17427,                 2.6671,                0.14299,                0.17965,                0.95398,                0.99693,                      1,                  0.995,                0.96276,                0.91023,                0.91228,                0.89902,                0.46593,                0.31552,                 2.6663,                0.22486,                0.36734,                0.69142,              0.0015169,              0.0015169,              0.0015169
                    125,                0.17211,                 2.7055,                 0.1577,                0.17186,                0.98855,                 0.9976,                      1,                  0.995,                0.96192,                0.89353,                0.89474,                0.89439,                0.55449,                 0.3114,                 2.4609,                0.22121,                0.32279,                0.68254,              0.0015129,              0.0015129,              0.0015129
                    126,                0.16812,                 2.5516,                 0.1505,                0.17333,                0.98702,                0.99841,                      1,                  0.995,                0.95922,                  0.876,                0.87719,                0.87419,                0.48834,                0.31481,                 2.6361,                0.21667,                0.35906,                0.68507,               0.001509,               0.001509,               0.001509
                    127,                 0.1782,                 2.6482,                0.14878,                0.17896,                0.98406,                0.99844,                      1,                  0.995,                0.95276,                0.89334,                0.89474,                0.86448,                0.47697,                 0.3119,                 2.6092,                0.19125,                 0.4097,                0.67904,               0.001505,               0.001505,               0.001505
                    128,                  0.182,                 2.5789,                0.13412,                0.18911,                0.98509,                0.99694,                      1,                  0.995,                0.96981,                 0.8578,                0.85965,                0.85291,                0.40156,                0.32739,                 2.7988,                0.20754,                  0.413,                0.70914,               0.001501,               0.001501,               0.001501
                    129,                0.16253,                 2.1535,                0.15057,                0.17499,                0.98063,                0.99895,                      1,                  0.995,                0.97105,                0.85875,                0.85965,                0.82346,                0.36251,                0.31481,                 2.8533,                  0.206,                0.43157,                0.69334,              0.0014971,              0.0014971,              0.0014971
                    130,                 0.1704,                  2.407,                0.14977,                0.18304,                 0.9677,                0.99899,                      1,                  0.995,                0.97221,                0.89384,                0.89474,                0.88271,                0.47614,                0.30418,                 2.4307,                0.20066,                0.38103,                0.68555,              0.0014931,              0.0014931,              0.0014931
                    131,                0.16958,                 2.3969,                0.14399,                0.16526,                0.98075,                  0.999,                      1,                  0.995,                0.95294,                0.82372,                0.82456,                0.78923,                0.35464,                0.30653,                 2.9036,                0.20933,                 0.3001,                0.68232,              0.0014892,              0.0014892,              0.0014892
                    132,                0.17305,                 2.5423,                0.14379,                 0.1731,                0.97705,                0.99899,                      1,                  0.995,                0.95698,                0.89383,                0.89474,                0.88661,                0.51986,                0.31896,                 2.5476,                0.21192,                0.30097,                0.69098,              0.0014852,              0.0014852,              0.0014852
                    133,                0.15427,                 2.3848,                0.13881,                0.16796,                0.96881,                0.99893,                      1,                  0.995,                0.97383,                0.85871,                0.85965,                0.84954,                 0.4885,                0.30249,                 2.6519,                0.21408,                0.29286,                0.65018,              0.0014812,              0.0014812,              0.0014812
                    134,                0.16127,                 2.3895,                0.13669,                0.17346,                0.97209,                0.99893,                      1,                  0.995,                0.97392,                0.89414,                0.89474,                0.89938,                0.44292,                0.29313,                 2.7727,                0.21015,                0.30867,                0.64736,              0.0014773,              0.0014773,              0.0014773
                    135,                0.16683,                 2.5414,                0.15186,                0.17365,                  0.969,                0.99905,                      1,                  0.995,                0.97526,                0.91286,                0.91228,                0.91757,                 0.5395,                0.30215,                  2.458,                0.19791,                0.31908,                 0.6599,              0.0014733,              0.0014733,              0.0014733
                    136,                0.17679,                  2.749,                0.14497,                0.17391,                0.99994,                0.99906,                      1,                  0.995,                0.97637,                0.87656,                0.87719,                0.87082,                0.44326,                0.31237,                 2.6807,                  0.184,                0.31146,                0.68484,              0.0014694,              0.0014694,              0.0014694
                    137,                0.15985,                 2.5638,                0.15022,                0.18077,                0.98089,                0.99904,                      1,                  0.995,                 0.9741,                 0.9467,                0.94737,                0.96668,                0.53621,                0.31403,                 2.3245,                0.18849,                0.30271,                0.69263,              0.0014654,              0.0014654,              0.0014654
                    138,                0.15421,                 2.6561,                 0.1464,                0.16953,                0.97331,                0.99907,                      1,                  0.995,                0.97679,                0.89421,                0.89474,                0.88123,                0.42918,                0.32289,                 2.6195,                0.19195,                0.37673,                0.68566,              0.0014614,              0.0014614,              0.0014614
                    139,                0.15557,                 2.4723,                0.12733,                0.16301,                0.97781,                0.99896,                      1,                  0.995,                0.97356,                0.89381,                0.89474,                0.87343,                0.40127,                0.30379,                 2.7941,                0.18466,                0.35866,                0.66452,              0.0014575,              0.0014575,              0.0014575
                    140,                0.15969,                   2.34,                0.13983,                0.16602,                 0.9562,                  0.999,                      1,                  0.995,                0.96057,                0.84127,                0.84211,                0.80619,                0.41671,                 0.3139,                 2.5471,                 0.1943,                0.33324,                0.68818,              0.0014535,              0.0014535,              0.0014535
                    141,                0.16616,                 2.5187,                0.14179,                0.17519,                0.96256,                0.99899,                      1,                  0.995,                0.96465,                0.92889,                0.92982,                0.91604,                0.52692,                0.31782,                 2.0582,                  0.182,                0.33523,                0.69732,              0.0014496,              0.0014496,              0.0014496
                    142,                0.16119,                  2.336,                 0.1242,                0.16099,                0.95893,                0.99905,                      1,                  0.995,                 0.9778,                0.91227,                0.91228,                0.89399,                0.49004,                0.30831,                  2.263,                0.18771,                0.37993,                0.68977,              0.0014456,              0.0014456,              0.0014456
                    143,                0.15732,                 2.5057,                0.13903,                0.16255,                0.98207,                0.99906,                      1,                  0.995,                0.97778,                0.86363,                0.85965,                0.84548,                0.43437,                0.32741,                 2.5845,                0.19075,                0.40433,                0.70497,              0.0014416,              0.0014416,              0.0014416
                    144,                0.15218,                 2.5013,                 0.1389,                 0.1596,                0.97273,                0.99911,                      1,                  0.995,                 0.9806,                0.91893,                0.91228,                0.93419,                0.60526,                0.31354,                 2.1629,                0.17951,                0.33139,                0.68472,              0.0014377,              0.0014377,              0.0014377
                    145,                0.15686,                 2.3225,                0.12802,                0.16349,                0.97637,                0.99914,                      1,                  0.995,                0.97659,                0.90737,                0.89474,                0.91045,                0.54461,                0.29247,                 2.3138,                 0.1754,                0.34523,                0.67213,              0.0014337,              0.0014337,              0.0014337
                    146,                 0.1627,                 2.6486,                0.13371,                0.17017,                0.99754,                0.99904,                      1,                  0.995,                0.97963,                0.92372,                0.91228,                 0.9263,                0.53536,                0.27707,                 2.4175,                0.17917,                 0.3759,                0.63564,              0.0014298,              0.0014298,              0.0014298
                    147,                0.16324,                 2.3279,                 0.1365,                0.15956,                0.96121,                0.99911,                      1,                  0.995,                0.98219,                0.90448,                0.89474,                0.88962,                0.48213,                0.27793,                 2.3898,                 0.1708,                0.35444,                0.63326,              0.0014258,              0.0014258,              0.0014258
                    148,                0.15999,                  2.347,                0.13174,                0.16862,                0.96512,                0.99906,                      1,                  0.995,                0.97525,                0.89429,                0.89474,                0.89353,                 0.4198,                0.28672,                 2.7254,                0.16981,                0.36331,                0.63508,              0.0014218,              0.0014218,              0.0014218
                    149,                0.15794,                  2.486,                 0.1386,                0.16117,                0.96455,                0.99906,                      1,                  0.995,                0.97781,                0.85914,                0.85965,                0.85201,                0.46201,                0.28642,                 2.5229,                0.17214,                0.37853,                0.64861,              0.0014179,              0.0014179,              0.0014179
                    150,                0.15167,                 2.3678,                0.12178,                0.15663,                0.98115,                0.99907,                      1,                  0.995,                0.97863,                0.85909,                0.85965,                0.87002,                0.45792,                0.32831,                 2.6388,                0.17297,                0.35952,                0.70805,              0.0014139,              0.0014139,              0.0014139
                    151,                0.16591,                 2.4829,                 0.1218,                0.16778,                0.97213,                0.99906,                      1,                  0.995,                0.97811,                0.92926,                0.92982,                0.95004,                0.50345,                 0.3301,                 2.5672,                 0.1784,                 0.3518,                 0.7089,                0.00141,                0.00141,                0.00141
                    152,                0.16504,                 2.4572,                0.12938,                0.15619,                0.97965,                0.99904,                      1,                  0.995,                0.97042,                0.87695,                0.87719,                0.87663,                0.46043,                 0.3063,                 2.9571,                  0.177,                0.37355,                0.68237,               0.001406,               0.001406,               0.001406
                    153,                0.14939,                 2.4456,                0.11936,                0.15467,                0.99289,                0.99904,                      1,                  0.995,                0.97456,                0.89452,                0.89474,                0.92635,                0.52653,                0.30512,                 2.7507,                0.17055,                0.34463,                0.67067,               0.001402,               0.001402,               0.001402
                    154,                0.15051,                 2.2747,                0.13276,                0.15591,                0.93869,                0.99933,                      1,                  0.995,                0.96171,                0.92681,                0.91228,                0.93733,                0.57796,                0.31009,                 2.4027,                 0.1616,                0.40492,                0.68351,              0.0013981,              0.0013981,              0.0013981
                    155,                0.16788,                 1.9189,                0.12472,                0.15736,                0.96452,                0.99972,                      1,                  0.995,                0.95851,                0.94528,                0.92982,                0.95565,                0.61929,                0.30969,                 2.3192,                0.16189,                0.43718,                0.68975,              0.0013941,              0.0013941,              0.0013941
                    156,                0.15762,                 2.2246,                0.13047,                0.15443,                 0.9683,                0.99911,                      1,                  0.995,                0.96735,                 0.9586,                0.92982,                0.95764,                0.57949,                0.29029,                 2.1727,                0.16807,                0.37755,                0.65482,              0.0013902,              0.0013902,              0.0013902
                    157,                0.16092,                 2.0798,                0.12403,                0.15862,                0.97146,                0.99915,                      1,                  0.995,                0.97717,                0.88973,                0.85965,                0.86992,                0.56416,                0.29396,                 2.2077,                  0.168,                0.36545,                0.66377,              0.0013862,              0.0013862,              0.0013862
                    158,                0.14789,                 2.0397,                0.11711,                0.14997,                0.97132,                0.99905,                      1,                  0.995,                0.98263,                0.93008,                0.91228,                0.93236,                0.54833,                0.29511,                 2.3999,                0.17214,                0.35545,                0.66626,              0.0013822,              0.0013822,              0.0013822
                    159,                0.15076,                 2.1309,                0.12385,                0.15172,                0.95855,                0.99907,                      1,                  0.995,                0.96631,                0.95157,                0.94737,                0.96393,                0.61674,                0.31531,                 1.9837,                0.17071,                0.36389,                0.69208,              0.0013783,              0.0013783,              0.0013783
                    160,                 0.1524,                 2.2325,                0.12281,                0.16052,                0.97157,                0.99908,                      1,                  0.995,                0.96282,                 0.9543,                0.94737,                0.96258,                0.60776,                0.31485,                 2.0217,                 0.1708,                0.37228,                0.69159,              0.0013743,              0.0013743,              0.0013743
                    161,                0.14841,                 1.7953,                0.13023,                0.15727,                0.95234,                0.99917,                      1,                  0.995,                0.95524,                0.88817,                0.87719,                 0.8641,                0.41995,                0.30666,                 2.5438,                0.17111,                0.32694,                 0.6742,              0.0013704,              0.0013704,              0.0013704
                    162,                0.15985,                  2.008,                0.12203,                0.16308,                0.95673,                      1,                0.99985,                  0.995,                0.96877,                0.92798,                0.91228,                0.93764,                0.60626,                0.29137,                 2.1158,                0.16757,                0.38804,                0.65846,              0.0013664,              0.0013664,              0.0013664
                    163,                0.15136,                 2.0422,                0.12342,                0.16009,                0.95722,                0.99962,                      1,                  0.995,                 0.9743,                0.95895,                0.92982,                0.94764,                0.64944,                0.28771,                 1.9388,                0.17188,                0.38202,                0.66177,              0.0013624,              0.0013624,              0.0013624
                    164,                0.15394,                 2.1526,                0.12247,                0.15989,                0.97207,                0.99885,                      1,                  0.995,                0.97397,                0.91333,                0.91228,                0.92679,                0.53411,                0.29642,                 2.2036,                0.17586,                0.38388,                0.68551,              0.0013585,              0.0013585,              0.0013585
                    165,                0.14733,                 1.8602,                0.12512,                0.15225,                0.99124,                0.99904,                      1,                  0.995,                0.97932,                0.91141,                0.91228,                0.90262,                0.51235,                0.30084,                 2.0607,                 0.1701,                0.38353,                 0.6847,              0.0013545,              0.0013545,              0.0013545
                    166,                0.15519,                 1.9268,                 0.1247,                0.15687,                0.98247,                0.99907,                      1,                  0.995,                0.97077,                0.92896,                0.92982,                0.93595,                 0.6534,                0.31274,                 1.7059,                0.16565,                0.39363,                0.70586,              0.0013506,              0.0013506,              0.0013506
                    167,                0.15481,                 1.8247,                0.11175,                0.16098,                0.96977,                0.99907,                      1,                  0.995,                0.97371,                0.94685,                0.94737,                0.95406,                0.61456,                0.32289,                 1.8377,                 0.1705,                0.42736,                0.71789,              0.0013466,              0.0013466,              0.0013466
                    168,                 0.1734,                  2.158,                0.11421,                 0.1669,                  1.005,                0.99913,                      1,                  0.995,                0.96795,                0.97023,                0.96491,                0.97735,                0.56836,                 0.3136,                 2.2008,                0.15987,                0.35214,                0.69618,              0.0013426,              0.0013426,              0.0013426
                    169,                0.14858,                 1.8796,                0.12164,                0.15049,                0.95937,                0.99921,                      1,                  0.995,                0.97589,                0.96098,                0.94737,                0.96727,                0.59056,                0.31756,                 1.9443,                0.15474,                0.32442,                0.69545,              0.0013387,              0.0013387,              0.0013387
                    170,                 0.1503,                 1.9446,                0.11262,                0.15637,                0.95268,                0.99901,                      1,                  0.995,                0.97654,                0.92002,                0.91228,                0.93835,                0.62146,                0.33635,                 1.9614,                  0.151,                0.31464,                0.73049,              0.0013347,              0.0013347,              0.0013347
                    171,                0.16956,                 1.8483,                0.12698,                0.16003,                0.96471,                0.99906,                      1,                  0.995,                0.97509,                0.90997,                0.89474,                0.90607,                 0.5979,                0.31589,                 2.1686,                0.15637,                0.32223,                0.72672,              0.0013308,              0.0013308,              0.0013308
                    172,                0.15043,                 1.9818,                0.13059,                0.16042,                0.97271,                      1,                0.99855,                  0.995,                0.97137,                0.94331,                0.91228,                0.93025,                0.58471,                0.31262,                 2.1301,                0.16122,                0.32152,                0.69487,              0.0013268,              0.0013268,              0.0013268
                    173,                0.15603,                 1.7164,                0.11794,                0.15693,                0.95807,                 0.9989,                      1,                  0.995,                0.97926,                0.95757,                0.92982,                0.94457,                0.65752,                0.31149,                 1.8145,                0.16136,                0.33331,                0.70123,              0.0013228,              0.0013228,              0.0013228
                    174,                0.15188,                 1.8018,                0.11892,                0.15595,                0.95994,                0.99889,                      1,                  0.995,                0.98667,                0.92195,                0.91228,                0.91832,                0.60391,                 0.3036,                 1.8541,                0.15327,                0.34113,                0.67676,              0.0013189,              0.0013189,              0.0013189
                    175,                0.16357,                 1.8694,                0.11855,                0.16149,                 1.0008,                0.99909,                      1,                  0.995,                0.98436,                0.92275,                0.91228,                0.92096,                0.67469,                0.29555,                 1.6597,                0.14745,                0.34996,                0.66437,              0.0013149,              0.0013149,              0.0013149
                    176,                0.16507,                 1.9035,                0.11785,                0.16992,                0.96507,                0.99899,                      1,                  0.995,                0.96407,                0.96395,                0.93826,                0.95894,                 0.6219,                0.29201,                 1.8023,                0.15274,                0.30912,                 0.6581,               0.001311,               0.001311,               0.001311
                    177,                0.15958,                 1.6752,                0.11695,                0.15958,                0.98207,                0.99913,                      1,                  0.995,                0.96919,                0.96093,                0.94737,                0.96045,                0.61289,                0.28776,                 1.7726,                0.15435,                0.34896,                0.64574,               0.001307,               0.001307,               0.001307
                    178,                0.15153,                 1.6743,                0.10973,                0.15634,                0.95696,                0.99916,                      1,                  0.995,                0.97655,                0.94076,                0.92982,                0.94758,                 0.5655,                0.29581,                 1.8189,                0.16599,                0.35403,                0.65421,               0.001303,               0.001303,               0.001303
                    179,                 0.1583,                 1.9513,                0.11205,                0.15943,                0.98058,                0.99912,                      1,                  0.995,                0.97847,                0.89813,                0.89474,                0.87639,                0.55286,                0.31251,                 2.1601,                 0.1686,                0.31598,                0.68355,              0.0012991,              0.0012991,              0.0012991
                    180,                0.15801,                 1.9278,                0.11458,                0.16616,                0.98545,                0.99914,                      1,                  0.995,                0.97611,                0.98893,                0.98246,                0.98976,                0.59481,                0.31928,                 1.8051,                0.15834,                0.29405,                0.70744,              0.0012951,              0.0012951,              0.0012951
                    181,                0.16164,                 1.8558,                0.12116,                 0.1661,                0.97211,                0.99913,                      1,                  0.995,                 0.9829,                0.98776,                0.98246,                0.98999,                0.59583,                0.29299,                 1.8272,                0.15919,                0.31609,                0.69507,              0.0012912,              0.0012912,              0.0012912
                    182,                0.16254,                 1.9242,                0.11595,                0.16935,                0.97021,                0.99913,                      1,                  0.995,                0.97317,                0.88334,                0.87719,                0.85833,                 0.4669,                0.30828,                 2.2524,                0.15713,                0.32572,                0.71857,              0.0012872,              0.0012872,              0.0012872
                    183,                0.15237,                 1.8933,                0.11562,                0.15709,                0.96608,                0.99911,                      1,                  0.995,                0.98089,                0.95551,                0.94737,                0.96555,                0.63269,                0.31085,                 1.7985,                0.14411,                 0.3215,                0.70977,              0.0012832,              0.0012832,              0.0012832
                    184,                0.15537,                 2.0074,                0.10994,                0.15771,                0.95811,                0.99909,                      1,                  0.995,                0.98136,                0.96697,                0.96491,                 0.9614,                0.59557,                0.30511,                 2.1402,                0.14255,                0.33516,                0.68039,              0.0012793,              0.0012793,              0.0012793
                    185,                0.15066,                  2.041,                0.10356,                0.15037,                0.97497,                0.99906,                      1,                  0.995,                0.97664,                0.98594,                0.98246,                0.98976,                0.63528,                0.31114,                 1.8413,                0.14484,                0.32535,                0.69109,              0.0012753,              0.0012753,              0.0012753
                    186,                0.16054,                  1.678,                0.11273,                0.15672,                0.97177,                0.99888,                      1,                  0.995,                0.97615,                0.95014,                0.94737,                0.96798,                0.60445,                0.29476,                 1.7623,                0.14382,                0.33235,                0.67039,              0.0012714,              0.0012714,              0.0012714
                    187,                0.15146,                   1.67,                0.10634,                0.14691,                0.97769,                0.99901,                      1,                  0.995,                0.95624,                0.92967,                0.92982,                0.95571,                0.65599,                0.32168,                 1.6212,                0.15588,                0.34846,                 0.6941,              0.0012674,              0.0012674,              0.0012674
                    188,                0.15456,                 1.7273,                 0.1242,                0.15114,                0.97726,                0.99908,                      1,                  0.995,                0.96565,                0.92967,                0.92982,                0.95862,                0.64224,                0.31268,                 1.8411,                0.16096,                0.33719,                0.69743,              0.0012634,              0.0012634,              0.0012634
                    189,                0.15727,                  1.521,                0.10287,                0.15547,                0.94117,                0.99907,                      1,                  0.995,                0.97118,                0.92968,                0.92982,                0.96029,                0.71114,                0.30227,                 1.6424,                0.15643,                0.32934,                0.68409,              0.0012595,              0.0012595,              0.0012595
                    190,                 0.1508,                 1.6472,                0.10498,                0.15772,                0.94598,                0.99902,                      1,                  0.995,                0.95199,                0.94714,                0.94737,                0.97023,                0.73896,                0.31651,                 1.6623,                0.15718,                0.31393,                0.68204,              0.0012555,              0.0012555,              0.0012555
                    191,                 0.1561,                 1.6573,                0.10928,                 0.1579,                0.97807,                0.99913,                      1,                  0.995,                 0.9759,                0.95891,                0.94737,                0.96944,                0.69508,                 0.3397,                 1.6593,                0.15966,                0.38682,                0.70385,              0.0012516,              0.0012516,              0.0012516
                    192,                0.15924,                 1.5897,                0.10634,                0.15915,                0.95759,                0.99928,                      1,                  0.995,                0.97982,                0.95057,                0.92982,                0.96084,                0.66017,                0.32447,                 1.8038,                0.16541,                0.35628,                0.70544,              0.0012476,              0.0012476,              0.0012476
                    193,                 0.1507,                 1.6302,                0.10236,                0.15392,                0.94186,                0.99939,                      1,                  0.995,                0.97361,                0.96381,                0.94737,                0.97072,                 0.6674,                0.30541,                 1.6614,                0.16138,                0.34635,                0.68914,              0.0012436,              0.0012436,              0.0012436
                    194,                0.15666,                 1.5653,                0.10419,                0.15304,                0.96022,                 0.9994,                      1,                  0.995,                0.98137,                 0.9624,                0.94737,                0.97108,                0.71194,                0.30171,                 1.6384,                 0.1523,                0.35049,                0.69086,              0.0012397,              0.0012397,              0.0012397
                    195,                0.14703,                 1.6239,                 0.1077,                0.14445,                0.99256,                 0.9993,                      1,                  0.995,                0.97396,                0.90929,                0.89474,                0.90217,                0.53306,                0.28607,                 2.2498,                 0.1533,                 0.3184,                0.67804,              0.0012357,              0.0012357,              0.0012357
                    196,                0.15996,                 1.7902,                0.10831,                0.15322,                0.96478,                      1,                 0.9992,                  0.995,                0.97259,                0.94752,                0.92982,                0.96146,                0.73252,                0.30746,                 1.6632,                 0.1378,                0.34143,                0.70787,              0.0012318,              0.0012318,              0.0012318
                    197,                0.15948,                 1.5987,                0.10132,                0.16145,                0.96823,                      1,                0.99906,                  0.995,                0.97941,                0.98119,                0.96491,                 0.9805,                0.70367,                 0.2889,                 1.6947,                0.13477,                0.34342,                0.68633,              0.0012278,              0.0012278,              0.0012278
                    198,                0.15847,                 1.5258,                0.10469,                0.15222,                0.95557,                0.99965,                      1,                  0.995,                0.98202,                0.94459,                0.92982,                0.94148,                0.71081,                0.27567,                 1.6377,                 0.1335,                0.30886,                0.65807,              0.0012238,              0.0012238,              0.0012238
                    199,                0.14976,                 1.4795,                 0.1078,                0.15281,                 0.9769,                 0.9998,                      1,                  0.995,                0.98345,                0.96244,                0.94737,                0.96346,                0.58233,                 0.2745,                 1.9288,                0.13349,                0.34296,                0.65648,              0.0012199,              0.0012199,              0.0012199
                    200,                 0.1529,                 1.4097,                 0.1081,                0.16365,                0.96037,                0.99933,                      1,                  0.995,                0.97942,                0.97823,                0.96491,                0.97032,                0.72445,                0.30784,                 1.4279,                0.13263,                0.49335,                0.68617,              0.0012159,              0.0012159,              0.0012159
                    201,                 0.1426,                 1.5287,                0.09952,                0.15125,                0.95157,                0.99911,                      1,                  0.995,                0.98499,                0.91597,                0.91228,                0.88352,                0.59512,                 0.3204,                 1.6677,                 0.1406,                0.46983,                0.71445,               0.001212,               0.001212,               0.001212
                    202,                0.14678,                 1.4244,                0.10052,                0.14682,                0.94848,                0.99919,                      1,                  0.995,                0.97313,                0.97451,                0.96491,                0.97697,                0.66808,                0.31511,                 1.5324,                0.13948,                0.48322,                0.71429,               0.001208,               0.001208,               0.001208
                    203,                0.14855,                 1.3883,                0.09685,                0.15738,                0.96089,                0.99987,                      1,                  0.995,                0.98097,                0.96227,                0.94737,                 0.9651,                0.67131,                0.28279,                 1.5063,                0.14192,                0.35971,                0.66135,               0.001204,               0.001204,               0.001204
                    204,                0.14943,                 1.3073,                0.09634,                0.15135,                0.97517,                      1,                0.99996,                  0.995,                 0.9838,                  0.981,                0.96491,                0.97904,                0.71912,                0.27906,                 1.3889,                0.14271,                0.29867,                0.65657,              0.0012001,              0.0012001,              0.0012001
                    205,                0.14555,                 1.4855,                0.10248,                0.15403,                0.95841,                0.99986,                      1,                  0.995,                0.98216,                0.99769,                0.98246,                 0.9895,                0.71773,                0.28558,                 1.3964,                0.13731,                0.30451,                0.66391,              0.0011961,              0.0011961,              0.0011961
