                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.33936,                 9.3627,                0.34582,                0.35313,                 1.1099,                0.74229,                0.94737,                0.96543,                0.68319,                      0,                      0,                      0,                      0,                 0.8203,                 10.844,                0.46361,                 1.9795,                 1.5095,              0.0019644,              0.0019644,              0.0019644
                     12,                0.30103,                 9.3759,                0.34332,                0.32026,                 1.0845,                0.89756,                      1,                  0.995,                0.89137,                      0,                      0,                      0,                      0,                0.51105,                 10.624,                 0.4644,                 1.6152,                 1.0203,              0.0019604,              0.0019604,              0.0019604
                     13,                0.32053,                 9.3922,                0.32705,                0.31507,                  1.148,                0.95901,                      1,                0.99273,                0.94768,                      0,                      0,                      0,                      0,                0.46291,                 10.521,                0.45526,                0.92368,                0.97322,              0.0019564,              0.0019564,              0.0019564
                     14,                0.30192,                 8.8655,                0.34041,                0.31186,                 1.0584,                0.97774,                0.96491,                0.99057,                0.85023,                      0,                      0,                      0,                      0,                0.65171,                 10.353,                0.44802,                0.69445,                 1.1509,              0.0019525,              0.0019525,              0.0019525
                     15,                0.29884,                 8.8869,                0.32746,                0.32221,                 1.0818,                0.96595,                0.99557,                0.99153,                0.90258,                      0,                      0,                      0,                      0,                0.51711,                 10.352,                0.42763,                0.82853,                 1.0045,              0.0019485,              0.0019485,              0.0019485
                     16,                0.27972,                 8.8322,                0.31433,                0.27639,                 1.0709,                0.97421,                0.92982,                 0.9854,                0.91507,                0.02202,                0.01754,                 0.0028,                0.00056,                0.48714,                 9.9625,                0.39908,                0.58992,                0.89927,              0.0019446,              0.0019446,              0.0019446
                     17,                0.25605,                 8.7732,                0.31441,                0.27409,                 1.0527,                0.99727,                      1,                  0.995,                0.94705,                      0,                      0,                      0,                      0,                0.43446,                 9.4276,                0.39178,                0.66725,                0.84581,              0.0019406,              0.0019406,              0.0019406
                     18,                0.29203,                   8.43,                0.31239,                0.28248,                 1.0905,                      1,                0.99441,                  0.995,                0.96076,                      0,                      0,                      0,                      0,                0.39821,                 10.407,                 0.4083,                0.58932,                 0.8266,              0.0019366,              0.0019366,              0.0019366
                     19,                0.27069,                 8.2806,                0.31784,                0.28106,                 1.0761,                0.98207,                0.96085,                0.99074,                0.89363,                      0,                      0,                      0,                      0,                0.43691,                 10.427,                0.40969,                 0.5166,                0.81683,              0.0019327,              0.0019327,              0.0019327
                     20,                0.25753,                 8.3667,                0.30333,                0.27888,                 1.0569,                0.98763,                      1,                  0.995,                0.98722,                      0,                      0,                      0,                      0,                 0.2748,                 9.4049,                0.39545,                0.46686,                0.63427,              0.0019287,              0.0019287,              0.0019287
                     21,                0.25166,                 7.8735,                0.30114,                0.25949,                 1.0649,                0.99535,                      1,                  0.995,                 0.9617,                      0,                      0,                      0,                      0,                0.36277,                 8.7367,                0.36923,                0.48337,                0.80206,              0.0019248,              0.0019248,              0.0019248
                     22,                0.24828,                  7.836,                0.29709,                0.25574,                 1.0318,                0.99427,                      1,                  0.995,                0.96093,                0.01745,                0.01754,                0.00165,                0.00033,                0.40297,                 8.8113,                0.36786,                0.52258,                  0.808,              0.0019208,              0.0019208,              0.0019208
                     23,                 0.2518,                 7.6399,                  0.295,                0.26176,                 1.0596,                0.99668,                      1,                  0.995,                0.95564,                0.01352,                0.01754,                0.00532,                0.00071,                 0.3851,                 8.3295,                0.36901,                0.58202,                0.75825,              0.0019168,              0.0019168,              0.0019168
                     24,                0.26978,                 7.9827,                0.29757,                0.26197,                 1.0447,                0.99781,                      1,                  0.995,                0.95622,                0.03509,                0.03509,                0.00913,                0.00172,                0.35178,                 8.3395,                0.37239,                0.35709,                0.73132,              0.0019129,              0.0019129,              0.0019129
                     25,                0.27107,                 7.4981,                0.29356,                0.25709,                 1.0633,                0.99748,                      1,                  0.995,                0.97036,                0.01825,                0.01754,                0.00882,                0.00088,                0.42031,                 8.5715,                0.36857,                0.48191,                0.80488,              0.0019089,              0.0019089,              0.0019089
                     26,                0.28704,                 7.7536,                0.29929,                0.25997,                 1.0802,                0.99886,                      1,                  0.995,                 0.9701,                      0,                      0,                      0,                      0,                0.41846,                 8.6511,                0.36548,                0.50907,                0.82882,               0.001905,               0.001905,               0.001905
                     27,                0.23145,                  7.184,                0.29163,                0.23717,                 1.0491,                0.99797,                      1,                  0.995,                0.94296,                0.01813,                0.01754,                0.00376,                0.00038,                0.43573,                 8.0773,                0.37032,                0.37226,                0.82378,               0.001901,               0.001901,               0.001901
                     28,                0.26583,                 7.6361,                0.28961,                0.23664,                 1.0829,                0.98999,                      1,                  0.995,                0.95186,                0.03604,                0.03509,                0.01025,                0.00151,                0.38875,                 8.1156,                 0.3743,                0.41893,                0.80917,               0.001897,               0.001897,               0.001897
                     29,                0.25437,                  7.101,                0.29557,                0.24961,                 1.0483,                0.99625,                      1,                  0.995,                 0.9582,                0.08876,                0.08772,                0.03618,                0.00619,                0.42417,                 8.4211,                0.35593,                0.45382,                 0.8253,              0.0018931,              0.0018931,              0.0018931
                     30,                0.23931,                 6.8773,                0.29203,                0.23115,                 1.0593,                0.99804,                      1,                  0.995,                0.93871,                0.12174,                0.15789,                0.05381,                0.00941,                 0.4605,                 7.5362,                0.35899,                0.42875,                0.87285,              0.0018891,              0.0018891,              0.0018891
                     31,                0.27632,                 6.9586,                0.29277,                 0.2678,                 1.0554,                0.98112,                      1,                0.99483,                0.93688,                0.15221,                 0.1575,                0.06257,                0.01368,                0.40687,                 7.3519,                0.36025,                0.40026,                0.81081,              0.0018852,              0.0018852,              0.0018852
                     32,                0.22648,                 6.8153,                0.28918,                0.24662,                 1.0333,                0.99863,                      1,                  0.995,                0.97476,                0.26292,                0.26316,                0.12577,                0.02182,                0.33429,                  7.411,                0.35686,                0.37927,                0.71513,              0.0018812,              0.0018812,              0.0018812
                     33,                0.22532,                 6.5232,                0.28617,                0.23856,                 1.0214,                0.98992,                      1,                  0.995,                0.95586,                0.06971,                0.07018,                0.03218,                0.00493,                0.39834,                  7.289,                 0.3626,                 0.4022,                0.77999,              0.0018772,              0.0018772,              0.0018772
                     34,                0.21147,                 6.4769,                0.29497,                0.23199,                  1.014,                0.99353,                      1,                  0.995,                0.95223,                0.17017,                0.15789,                0.06213,                0.01415,                0.44966,                 7.1803,                0.36177,                 0.4517,                0.87761,              0.0018733,              0.0018733,              0.0018733
                     35,                0.22621,                 6.9067,                  0.286,                0.23546,                 1.0104,                0.99759,                      1,                  0.995,                0.95721,                 0.1449,                0.14035,                0.05406,                0.01091,                0.36719,                 7.7502,                0.37209,                0.52896,                0.76521,              0.0018693,              0.0018693,              0.0018693
                     36,                0.21198,                 6.5157,                0.28901,                0.23706,                 1.0386,                0.99896,                      1,                  0.995,                0.96165,                0.12728,                0.12281,                0.05748,                0.01946,                0.36748,                 7.1233,                0.36612,                0.37985,                0.75292,              0.0018654,              0.0018654,              0.0018654
                     37,                0.21576,                 6.4231,                0.29413,                0.23587,                 1.0048,                0.99887,                      1,                  0.995,                0.96468,                0.05262,                0.05263,                0.01843,                 0.0029,                0.34677,                 7.4781,                0.35458,                0.41258,                0.73036,              0.0018614,              0.0018614,              0.0018614
                     38,                0.21431,                 6.5282,                0.27148,                0.22231,                 1.0331,                0.99704,                      1,                  0.995,                 0.9788,                0.03509,                0.07018,                0.01953,                0.00286,                0.28878,                 7.4999,                0.36184,                0.47704,                0.65007,              0.0018574,              0.0018574,              0.0018574
                     39,                  0.225,                 6.1483,                0.27819,                0.24339,                 1.0045,                0.99879,                      1,                  0.995,                0.97665,                0.24544,                0.24561,                 0.1636,                0.05821,                0.33587,                 6.3396,                0.34911,                0.39548,                 0.6995,              0.0018535,              0.0018535,              0.0018535
                     40,                0.23973,                 6.2863,                0.27952,                0.24101,                 1.0331,                0.99577,                      1,                  0.995,                0.96796,                0.27732,                0.26316,                0.17249,                0.05068,                0.35551,                 6.4641,                0.35612,                0.37484,                0.75969,              0.0018495,              0.0018495,              0.0018495
                     41,                0.22609,                 6.0062,                0.28291,                0.23272,                 1.0211,                0.97887,                      1,                0.99414,                0.97234,                0.32701,                0.33333,                0.21993,                0.05534,                0.36447,                 6.3928,                0.36347,                 0.5169,                0.77853,              0.0018456,              0.0018456,              0.0018456
                     42,                0.22187,                  5.963,                0.27837,                0.22896,                 1.0221,                0.99897,                      1,                  0.995,                0.97409,                0.29955,                0.29825,                0.21495,                0.04307,                0.38166,                 6.4972,                0.36432,                 0.4762,                0.78075,              0.0018416,              0.0018416,              0.0018416
                     43,                0.21004,                 6.1658,                 0.2779,                0.22535,                  1.013,                0.99823,                      1,                  0.995,                0.97413,                 0.2977,                0.29825,                0.19226,                0.03874,                0.32616,                 6.4336,                0.36197,                0.44823,                0.70781,              0.0018376,              0.0018376,              0.0018376
                     44,                0.23197,                 6.0996,                0.27666,                0.24516,                 1.0293,                0.98176,                      1,                0.99483,                0.94843,                0.29291,                0.29825,                0.16246,                0.03971,                0.35034,                 6.2828,                0.36597,                0.35548,                0.71761,              0.0018337,              0.0018337,              0.0018337
                     45,                0.22492,                 6.1179,                0.27167,                 0.2322,                 1.0355,                0.98272,                      1,                  0.995,                 0.9292,                0.32752,                0.33333,                0.16998,                0.03784,                0.37689,                 6.4292,                0.37125,                0.38991,                0.77417,              0.0018297,              0.0018297,              0.0018297
                     46,                0.21018,                 5.8834,                 0.2675,                0.23262,                 1.0005,                0.99859,                      1,                  0.995,                0.93558,                0.24531,                0.24561,                0.11334,                0.03395,                0.36026,                 6.5063,                0.38666,                0.39671,                0.74962,              0.0018258,              0.0018258,              0.0018258
                     47,                0.22949,                 6.0913,                0.27248,                 0.2345,                 1.0073,                0.99806,                      1,                  0.995,                0.95666,                0.33269,                0.33333,                0.19111,                0.04749,                0.34241,                 6.0088,                0.36271,                0.43438,                0.73162,              0.0018218,              0.0018218,              0.0018218
                     48,                0.22176,                 5.8521,                0.27515,                0.23736,                 1.0275,                0.99907,                      1,                  0.995,                0.97624,                0.35061,                0.35088,                0.26319,                0.06052,                0.33635,                 6.0721,                0.36263,                 0.3345,                0.70338,              0.0018178,              0.0018178,              0.0018178
                     49,                0.22189,                  5.835,                0.26579,                0.21942,                 1.0311,                0.99903,                      1,                  0.995,                0.96224,                0.45597,                0.45614,                0.31743,                 0.0833,                0.36041,                 5.5701,                 0.3574,                0.47697,                0.73068,              0.0018139,              0.0018139,              0.0018139
                     50,                0.19739,                 5.6796,                0.27124,                0.21992,                 1.0064,                0.99895,                      1,                  0.995,                0.94517,                 0.3505,                0.35088,                0.20368,                 0.0544,                0.32529,                 5.7875,                0.35216,                0.36503,                 0.6923,              0.0018099,              0.0018099,              0.0018099
                     51,                0.19095,                 5.4462,                0.27167,                0.20799,                0.98361,                0.99903,                      1,                  0.995,                0.97232,                0.45592,                0.45614,                0.36826,                0.10344,                0.32164,                 5.5775,                0.35259,                0.33659,                0.68138,               0.001806,               0.001806,               0.001806
                     52,                0.20443,                 5.9401,                0.27423,                0.21599,                 1.0111,                      1,                0.99874,                  0.995,                 0.9259,                0.16063,                0.15789,                0.08773,                0.01874,                0.49197,                 7.1179,                0.37048,                0.50204,                0.91711,               0.001802,               0.001802,               0.001802
                     53,                0.22223,                 6.1333,                0.27811,                0.23764,                 1.0022,                0.99172,                      1,                  0.995,                0.95796,                 0.1901,                0.17544,                0.18635,                0.05579,                0.40583,                 7.3892,                0.34942,                0.39367,                0.83736,               0.001798,               0.001798,               0.001798
                     54,                0.21581,                 5.9434,                0.26951,                 0.2317,                 1.0124,                0.99845,                      1,                  0.995,                0.97669,                0.28031,                 0.2807,                0.22544,                0.05714,                0.33055,                 6.3712,                0.33926,                0.45771,                0.73212,              0.0017941,              0.0017941,              0.0017941
                     55,                0.20681,                 5.7941,                 0.2665,                0.21894,                 1.0197,                0.99744,                      1,                  0.995,                0.98106,                0.15785,                0.15789,                0.16336,                0.06768,                0.35368,                 6.4631,                0.34351,                0.38838,                0.75997,              0.0017901,              0.0017901,              0.0017901
                     56,                0.21299,                 5.6122,                0.26898,                0.21735,                 1.0038,                0.99719,                      1,                  0.995,                0.96639,                0.33261,                0.33333,                 0.1951,                0.05502,                0.38228,                 5.9754,                0.34188,                0.38102,                0.80169,              0.0017862,              0.0017862,              0.0017862
                     57,                0.21299,                  5.589,                0.26332,                0.20326,                0.99635,                0.99712,                      1,                  0.995,                0.96979,                0.38483,                0.38596,                0.28116,                0.04849,                0.35472,                 6.1535,                0.33746,                0.36518,                0.76266,              0.0017822,              0.0017822,              0.0017822
                     58,                 0.2029,                 5.3518,                0.26055,                0.19862,                 1.0126,                0.99622,                      1,                  0.995,                 0.9708,                0.28002,                 0.2807,                0.17878,                 0.0481,                0.34707,                 5.5759,                0.34233,                0.36244,                0.74565,              0.0017782,              0.0017782,              0.0017782
                     59,                0.20905,                 5.2387,                0.27069,                0.22017,                 1.0136,                0.98157,                      1,                0.99414,                0.97446,                0.39606,                0.40351,                0.27332,                0.07519,                0.34971,                 5.2314,                0.34812,                0.41613,                0.74719,              0.0017743,              0.0017743,              0.0017743
                     60,                 0.2154,                 5.2222,                0.27105,                0.21679,                0.99292,                0.99467,                      1,                  0.995,                0.97662,                0.36628,                0.36842,                0.16378,                0.03837,                0.35811,                 5.4105,                0.32634,                0.45013,                0.74132,              0.0017703,              0.0017703,              0.0017703
                     61,                0.19925,                 5.0966,                0.25709,                0.20402,                 1.0236,                0.99007,                      1,                  0.995,                0.96649,                 0.2606,                0.26316,                0.12615,                0.03962,                0.45605,                 5.7339,                0.32789,                0.48731,                 0.8672,              0.0017664,              0.0017664,              0.0017664
                     62,                0.21808,                 5.3129,                0.25221,                0.22458,                 1.0269,                0.99445,                      1,                  0.995,                0.97441,                0.33271,                0.33333,                0.20574,                0.03911,                0.35183,                 6.0349,                0.32065,                0.38995,                0.73939,              0.0017624,              0.0017624,              0.0017624
                     63,                0.20331,                 5.3192,                0.25189,                 0.2126,                 1.0131,                0.99672,                      1,                  0.995,                0.97999,                0.38575,                0.38596,                 0.3224,                0.08513,                0.28889,                 5.0573,                0.32436,                0.35149,                0.64166,              0.0017584,              0.0017584,              0.0017584
                     64,                0.21811,                  5.672,                0.24965,                0.21435,                 1.0275,                0.99897,                      1,                  0.995,                0.96707,                0.50849,                0.50877,                0.40043,                0.10397,                0.36926,                 5.1475,                0.33003,                0.30118,                0.72666,              0.0017545,              0.0017545,              0.0017545
                     65,                0.21091,                  5.423,                0.25619,                0.20585,                   1.02,                      1,                0.99828,                  0.995,                 0.9363,                0.52528,                0.54355,                 0.4773,                0.18595,                0.49072,                 4.9487,                0.32872,                0.38748,                0.86967,              0.0017505,              0.0017505,              0.0017505
                     66,                0.19488,                 4.9433,                0.25835,                0.20493,                 1.0017,                 0.9986,                      1,                  0.995,                 0.9534,                0.56084,                 0.5614,                0.45551,                0.14479,                0.32728,                 4.9624,                  0.324,                0.37176,                0.70057,              0.0017466,              0.0017466,              0.0017466
                     67,                0.18936,                 4.8575,                0.25185,                0.19261,                 1.0154,                0.99893,                      1,                  0.995,                0.97212,                0.40308,                0.40351,                0.34541,                0.10858,                0.36502,                 5.3021,                 0.3179,                0.35622,                 0.7259,              0.0017426,              0.0017426,              0.0017426
                     68,                0.19069,                  4.895,                0.25301,                0.19331,                0.99994,                0.99884,                      1,                  0.995,                0.98131,                0.47325,                0.47368,                0.37768,                0.12577,                0.30391,                 5.2003,                0.31481,                0.41361,                0.64818,              0.0017386,              0.0017386,              0.0017386
                     69,                0.20089,                 5.0255,                0.24707,                0.19436,                0.98714,                0.99899,                      1,                  0.995,                0.97882,                0.49087,                0.49123,                0.33653,                 0.0883,                0.33632,                 5.4943,                0.31726,                0.34733,                0.68929,              0.0017347,              0.0017347,              0.0017347
                     70,                0.19468,                  4.863,                0.25399,                0.19792,                 1.0272,                0.99899,                      1,                  0.995,                0.96938,                0.52577,                0.52632,                0.36683,                0.12542,                0.36039,                 4.9162,                0.31385,                0.29627,                 0.7161,              0.0017307,              0.0017307,              0.0017307
                     71,                0.19021,                 4.9496,                0.24623,                0.18955,                 1.0056,                0.99899,                      1,                  0.995,                0.96594,                0.56762,                0.54386,                0.47364,                0.13577,                0.34939,                 4.9079,                0.31637,                0.31469,                0.70772,              0.0017268,              0.0017268,              0.0017268
                     72,                0.21942,                   4.87,                0.25209,                 0.2128,                 1.0297,                0.99884,                      1,                  0.995,                 0.9511,                0.57858,                0.57895,                0.48518,                0.16442,                0.39457,                 4.6941,                0.33302,                 0.3574,                0.77721,              0.0017228,              0.0017228,              0.0017228
                     73,                0.20519,                 4.9219,                0.24149,                0.19937,                 1.0005,                0.99727,                      1,                  0.995,                0.95021,                0.55987,                 0.5614,                0.43511,                0.11135,                0.40821,                 4.8838,                 0.3274,                0.36919,                0.80679,              0.0017188,              0.0017188,              0.0017188
                     74,                0.19969,                 4.8362,                0.24795,                0.19315,                 1.0104,                 0.9987,                      1,                  0.995,                0.97533,                0.49058,                0.49123,                0.42829,                0.10095,                0.39077,                 5.1063,                0.32135,                0.41667,                0.79551,              0.0017149,              0.0017149,              0.0017149
                     75,                0.20802,                 4.5985,                0.23498,                0.19764,                 1.0311,                0.99897,                      1,                  0.995,                0.96294,                0.70115,                0.70175,                0.62055,                0.20128,                0.39482,                 4.4414,                0.30983,                 0.3824,                0.79554,              0.0017109,              0.0017109,              0.0017109
                     76,                0.19889,                 4.8843,                0.23216,                0.19198,                 1.0245,                0.99857,                      1,                  0.995,                0.97168,                0.49051,                0.49123,                0.33672,                0.09171,                0.38063,                 5.5728,                0.30577,                0.32222,                0.76744,               0.001707,               0.001707,               0.001707
                     77,                0.20522,                 4.8953,                  0.235,                0.20094,                 1.0011,                0.99833,                      1,                  0.995,                0.94108,                0.57798,                0.57895,                0.46704,                0.14422,                0.40316,                 4.1764,                0.30531,                0.37549,                0.81852,               0.001703,               0.001703,               0.001703
                     78,                0.20326,                 4.7154,                 0.2289,                0.19963,                 1.0027,                0.99898,                      1,                  0.995,                0.94239,                0.52577,                0.52632,                0.35482,                0.10795,                0.36092,                 4.3752,                0.29693,                0.38149,                0.76485,               0.001699,               0.001699,               0.001699
                     79,                0.20738,                 4.5471,                0.23812,                0.20203,                 1.0177,                0.99894,                      1,                  0.995,                0.96822,                0.56078,                 0.5614,                0.42096,                0.14619,                0.36028,                 4.3122,                0.30509,                 0.3384,                 0.7643,              0.0016951,              0.0016951,              0.0016951
                     80,                 0.2177,                 4.8067,                0.23439,                0.21498,                0.99239,                0.99901,                      1,                  0.995,                0.96651,                0.68353,                0.68421,                0.57862,                0.19214,                 0.3435,                 4.1933,                0.29504,                0.39855,                0.76498,              0.0016911,              0.0016911,              0.0016911
                     81,                0.19329,                  4.589,                0.22688,                0.20443,                0.99238,                0.99905,                      1,                  0.995,                0.97425,                0.70122,                0.70175,                0.61191,                0.21041,                0.33504,                  4.103,                 0.2858,                0.34156,                0.72791,              0.0016872,              0.0016872,              0.0016872
                     82,                0.19351,                 4.0051,                0.22374,                0.20019,                 1.0131,                0.99903,                      1,                  0.995,                0.96415,                0.70173,                0.70175,                 0.6085,                0.29929,                0.32116,                 3.6612,                0.28098,                0.42139,                0.70097,              0.0016832,              0.0016832,              0.0016832
                     83,                0.19279,                 3.9556,                0.22227,                0.19679,                 1.0011,                 0.9986,                      1,                  0.995,                  0.968,                0.64869,                0.64912,                0.57795,                0.23331,                 0.3259,                 4.0603,                0.27747,                0.45117,                0.70679,              0.0016792,              0.0016792,              0.0016792
                     84,                0.20609,                 4.0941,                0.21804,                0.19428,                0.99693,                0.99908,                      1,                  0.995,                0.97092,                0.70136,                0.70175,                 0.6304,                0.29252,                0.31157,                 3.8362,                0.26464,                0.49957,                0.66638,              0.0016753,              0.0016753,              0.0016753
                     85,                0.18779,                 4.1283,                0.21894,                0.18573,                 1.0006,                0.99906,                      1,                  0.995,                0.96425,                0.78918,                0.78947,                0.73564,                0.28419,                0.32614,                 3.5834,                0.26797,                0.40814,                0.69344,              0.0016713,              0.0016713,              0.0016713
                     86,                0.18952,                 4.1117,                0.22825,                0.18786,                 1.0094,                0.99906,                      1,                  0.995,                0.97255,                  0.754,                0.75439,                 0.6863,                0.22985,                0.34499,                 3.9688,                 0.2717,                0.32233,                 0.7187,              0.0016674,              0.0016674,              0.0016674
                     87,                0.19445,                 4.0394,                0.20961,                0.19342,                 1.0059,                0.99902,                      1,                  0.995,                 0.9711,                0.64858,                0.64912,                0.50586,                0.19134,                0.31894,                 3.7876,                0.27304,                0.33308,                0.69254,              0.0016634,              0.0016634,              0.0016634
                     88,                0.18005,                 3.8772,                0.21324,                0.19118,                 0.9746,                0.99627,                      1,                  0.995,                0.97695,                0.78733,                0.78947,                0.74012,                0.30211,                0.34135,                 3.4863,                 0.2667,                0.38535,                0.70506,              0.0016594,              0.0016594,              0.0016594
                     89,                0.18884,                 3.8879,                 0.2089,                0.19102,                0.99609,                0.99858,                      1,                  0.995,                 0.9573,                0.78835,                0.78947,                 0.7246,                0.35324,                0.34458,                 3.4311,                0.25971,                0.37776,                0.75868,              0.0016555,              0.0016555,              0.0016555
                     90,                0.17565,                 3.5423,                0.21565,                0.18401,                0.98957,                0.99881,                      1,                  0.995,                0.96234,                0.68338,                0.68421,                0.59097,                0.20236,                0.32779,                 3.9347,                 0.2566,                0.35675,                0.73729,              0.0016515,              0.0016515,              0.0016515
                     91,                0.18175,                 4.0915,                0.20361,                0.19473,                0.98127,                  0.999,                      1,                  0.995,                0.97333,                 0.5959,                0.59649,                0.44645,                0.13262,                0.31964,                 4.4441,                0.25271,                0.35292,                0.70913,              0.0016476,              0.0016476,              0.0016476
                     92,                0.17466,                 3.8364,                0.20028,                0.18276,                0.98955,                0.99902,                      1,                  0.995,                0.98197,                0.64849,                0.64912,                 0.6111,                0.18151,                0.31775,                 4.1681,                 0.2491,                0.33986,                0.69635,              0.0016436,              0.0016436,              0.0016436
                     93,                 0.1879,                 3.9665,                0.20771,                0.18601,                0.99195,                0.99888,                      1,                  0.995,                0.98092,                0.84167,                0.84211,                0.83317,                0.30599,                0.32938,                 3.5508,                0.24466,                0.34288,                0.72152,              0.0016396,              0.0016396,              0.0016396
                     94,                0.19149,                 3.8933,                 0.2095,                0.19332,                0.98089,                0.99896,                      1,                  0.995,                0.95756,                0.78888,                0.78947,                0.72699,                0.32111,                0.34661,                 3.5346,                0.25793,                0.36021,                0.72584,              0.0016357,              0.0016357,              0.0016357
                     95,                0.18366,                 3.9796,                0.19975,                0.18195,                0.99661,                0.99878,                      1,                  0.995,                0.97126,                0.71842,                 0.7193,                0.60743,                0.28786,                0.31795,                 3.7734,                0.28126,                0.32425,                0.69693,              0.0016317,              0.0016317,              0.0016317
                     96,                0.19421,                 3.9528,                0.20025,                 0.1904,                0.99418,                0.99884,                      1,                  0.995,                0.96275,                0.75351,                0.75439,                0.72914,                0.34246,                0.34669,                 3.5305,                 0.2697,                0.38914,                0.74422,              0.0016278,              0.0016278,              0.0016278
                     97,                0.18318,                 3.7821,                0.21523,                0.18274,                0.97488,                0.99895,                      1,                  0.995,                0.96208,                0.73628,                0.73684,                 0.6713,                0.21109,                0.37542,                  4.032,                 0.2596,                0.46229,                0.77216,              0.0016238,              0.0016238,              0.0016238
                     98,                0.19102,                 3.8092,                 0.2055,                0.19071,                 1.0204,                0.99903,                      1,                  0.995,                0.96154,                0.72251,                 0.7193,                0.66973,                0.20675,                0.38645,                 4.1654,                0.26695,                0.47232,                0.78437,              0.0016198,              0.0016198,              0.0016198
                     99,                0.17855,                 3.7221,                0.19286,                0.17584,                 1.0108,                0.99904,                      1,                  0.995,                0.97475,                0.75415,                0.75439,                0.68624,                0.24662,                0.38581,                 3.4964,                0.24254,                0.35564,                 0.7682,              0.0016159,              0.0016159,              0.0016159
                    100,                0.19002,                 3.8793,                0.18594,                0.19608,                 1.0113,                0.99892,                      1,                  0.995,                0.98139,                0.70127,                0.70175,                0.62447,                0.23384,                0.38345,                 3.8286,                0.24445,                0.40754,                0.76617,              0.0016119,              0.0016119,              0.0016119
                    101,                0.17006,                 3.7306,                0.18619,                0.16411,                 1.0011,                0.99898,                      1,                  0.995,                0.97696,                0.71881,                 0.7193,                0.65261,                0.25693,                0.34613,                 3.7253,                0.25351,                0.35731,                0.72484,               0.001608,               0.001608,               0.001608
                    102,                0.18189,                 3.5469,                 0.2011,                0.18679,                0.96876,                0.99909,                      1,                  0.995,                 0.9583,                0.85958,                0.85965,                0.86348,                0.36422,                0.35768,                 3.3348,                0.24245,                 0.3757,                0.78158,               0.001604,               0.001604,               0.001604
